player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
John Stones,eng ENG,DF,Manchester City,25,1994,16.0,12.0,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.05,0.01,0.05,0.05,0.05,12.5,6.0,1.0,0.0,16.7,0.48,0.08,0.0,0.0,0.1,-0.6,-0.6,966.0,1016.0,95.1,21068.0,5923.0,1.0,6.0,16.7,652.0,682.0,95.6,313.0,328.0,95.4,-0.1,2.0,80.0,1.0,0.0,54.0,1001.0,15.0,11.0,0.0,136.0,36.0,0.0,0.0,0.0,0.0,0.0,847.0,72.0,97.0,103.0,839.0,43.0,4.0,3.0,1.0,4.0,2.0,4.0,11.0,0.88,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,10.0,7.0,2.0,4.0,8.0,50.0,4.0,90.0,39.0,43.3,47.0,38.0,5.0,15.0,3.0,0.0,12.0,8.0,38.0,1.0,1100.0,110.0,439.0,705.0,57.0,11.0,1086.0,3.0,4.0,75.0,4.0,0.0,766.0,5534.0,3318.0,866.0,852.0,98.4,2.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,153.0,38.0,20.0,65.5
Isaac Success,ng NGA,"FW,MF",Watford,23,1996,5.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.12,0.13,0.25,0.12,0.25,0.8,1.0,1.0,0.0,100.0,1.29,1.29,0.0,0.0,0.09,-0.1,-0.1,14.0,21.0,66.7,155.0,37.0,3.0,4.0,75.0,10.0,16.0,62.5,1.0,1.0,100.0,-0.1,1.0,0.0,2.0,0.0,2.0,21.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,7.0,2.0,1.0,15.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,4.0,5.14,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,14.3,0.0,3.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,2.0,11.0,24.0,3.0,33.0,1.0,4.0,25.0,2.0,0.0,28.0,168.0,95.0,55.0,27.0,49.1,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,12.5
Ki Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,3.0,1.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.05,0.0,0.05,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,67.0,88.1,1266.0,270.0,2.0,2.0,100.0,36.0,41.0,87.8,21.0,24.0,87.5,-0.1,2.0,4.0,0.0,0.0,5.0,61.0,6.0,3.0,0.0,13.0,8.0,4.0,3.0,3.0,0.0,0.0,45.0,11.0,11.0,5.0,57.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,39.0,4.0,10.3,21.0,15.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,79.0,3.0,24.0,37.0,25.0,1.0,74.0,3.0,3.0,100.0,3.0,0.0,56.0,278.0,135.0,53.0,51.0,96.2,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,100.0
Andrew Surman,eng ENG,MF,Bournemouth,32,1986,5.0,2.0,235.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,2.6,1.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.02,0.0,0.0,102.0,127.0,80.3,1959.0,487.0,5.0,5.0,100.0,73.0,89.0,82.0,24.0,33.0,72.7,0.0,1.0,6.0,1.0,0.0,10.0,118.0,9.0,7.0,0.0,20.0,7.0,3.0,2.0,1.0,1.0,0.0,69.0,29.0,29.0,95.0,13.0,15.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,0.0,3.0,4.0,75.0,1.0,45.0,11.0,24.4,19.0,20.0,6.0,4.0,0.0,0.0,4.0,1.0,6.0,0.0,148.0,9.0,57.0,73.0,22.0,0.0,139.0,1.0,1.0,100.0,1.0,0.0,73.0,325.0,94.0,83.0,79.0,95.2,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,5.0,7.0,41.7
Sam Surridge,eng ENG,FW,Bournemouth,21,1998,4.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,1.45,0.0,1.45,1.45,1.45,0.3,2.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.22,-0.4,-0.4,4.0,10.0,40.0,64.0,22.0,0.0,0.0,0.0,4.0,9.0,44.4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,17.6,0.0,8.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,2.0,5.0,13.0,5.0,20.0,1.0,2.0,50.0,1.0,0.0,11.0,72.0,46.0,36.0,17.0,47.2,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,50.0
Japhet Tanganga,eng ENG,DF,Tottenham,20,1999,6.0,6.0,525.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.0,0.01,0.01,0.01,5.8,3.0,1.0,0.0,33.3,0.51,0.17,0.0,0.0,0.03,-0.1,-0.1,188.0,232.0,81.0,3242.0,1096.0,1.0,13.0,7.7,148.0,166.0,89.2,39.0,53.0,73.6,0.0,0.0,9.0,0.0,0.0,17.0,195.0,37.0,4.0,0.0,38.0,5.0,2.0,0.0,0.0,0.0,0.0,135.0,59.0,38.0,21.0,151.0,13.0,33.0,1.0,0.0,5.0,3.0,11.0,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,14.0,5.0,1.0,9.0,19.0,47.4,10.0,95.0,30.0,31.6,52.0,38.0,5.0,12.0,5.0,1.0,7.0,11.0,33.0,1.0,320.0,32.0,137.0,162.0,38.0,2.0,286.0,7.0,10.0,70.0,7.0,0.0,166.0,855.0,455.0,171.0,156.0,91.2,5.0,8.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,50.0,19.0,10.0,65.5
Matt Targett,eng ENG,DF,Aston Villa,23,1995,28.0,27.0,2291.0,1.0,2.0,0.0,0.0,4.0,0.0,0.04,0.08,0.12,0.04,0.12,0.5,0.5,2.7,0.02,0.11,0.12,0.02,0.12,25.5,7.0,4.0,1.0,57.1,0.27,0.16,0.14,0.25,0.07,0.5,0.5,894.0,1219.0,73.3,16472.0,7323.0,16.0,53.0,30.2,706.0,831.0,85.0,172.0,335.0,51.3,-0.7,26.0,76.0,30.0,12.0,164.0,978.0,241.0,33.0,0.0,218.0,34.0,81.0,10.0,7.0,0.0,2.0,605.0,290.0,324.0,789.0,133.0,77.0,198.0,5.0,4.0,25.0,18.0,41.0,54.0,2.12,46.0,6.0,0.0,1.0,1.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0,57.0,33.0,38.0,16.0,3.0,20.0,56.0,35.7,36.0,372.0,109.0,29.3,184.0,145.0,43.0,68.0,9.0,0.0,59.0,60.0,88.0,1.0,1501.0,124.0,512.0,648.0,418.0,33.0,1264.0,10.0,23.0,43.5,14.0,1.0,758.0,3296.0,1854.0,833.0,771.0,92.6,6.0,20.0,0.0,26.0,17.0,0.0,0.0,0.0,0.0,240.0,32.0,37.0,46.4
James Tarkowski,eng ENG,DF,Burnley,26,1992,38.0,38.0,3420.0,2.0,2.0,0.0,0.0,10.0,0.0,0.05,0.05,0.11,0.05,0.11,2.3,2.3,2.0,0.06,0.05,0.11,0.06,0.11,38.0,20.0,4.0,0.0,20.0,0.53,0.11,0.1,0.5,0.12,-0.3,-0.3,913.0,1250.0,73.0,21245.0,7310.0,11.0,30.0,36.7,550.0,672.0,81.8,352.0,548.0,64.2,0.0,14.0,69.0,9.0,0.0,73.0,1222.0,28.0,25.0,0.0,245.0,32.0,4.0,0.0,0.0,0.0,0.0,617.0,210.0,423.0,153.0,839.0,130.0,3.0,6.0,6.0,49.0,12.0,19.0,26.0,0.68,22.0,0.0,0.0,4.0,0.0,7.0,0.18,5.0,0.0,0.0,2.0,0.0,0.0,76.0,51.0,54.0,22.0,0.0,25.0,50.0,50.0,25.0,313.0,100.0,31.9,217.0,84.0,12.0,85.0,46.0,0.0,39.0,61.0,329.0,1.0,1813.0,313.0,959.0,797.0,111.0,72.0,1785.0,15.0,16.0,93.8,16.0,0.0,731.0,3507.0,1426.0,832.0,792.0,95.2,14.0,5.0,0.0,48.0,31.0,3.0,0.0,0.0,0.0,442.0,215.0,60.0,78.2
Charlie Taylor,eng ENG,DF,Burnley,25,1993,24.0,22.0,1945.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,1.4,0.0,0.06,0.07,0.0,0.07,21.6,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.0,0.0,726.0,1035.0,70.1,13410.0,5643.0,10.0,51.0,19.6,565.0,666.0,84.8,151.0,318.0,47.5,-0.4,13.0,48.0,22.0,17.0,129.0,754.0,281.0,11.0,2.0,157.0,25.0,88.0,0.0,0.0,0.0,0.0,356.0,260.0,419.0,660.0,19.0,57.0,270.0,2.0,5.0,28.0,9.0,48.0,21.0,0.97,19.0,0.0,0.0,0.0,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,43.0,16.0,26.0,14.0,3.0,17.0,43.0,39.5,26.0,224.0,65.0,29.0,117.0,79.0,28.0,60.0,7.0,0.0,53.0,29.0,106.0,1.0,1321.0,110.0,437.0,595.0,375.0,10.0,1048.0,19.0,39.0,48.7,22.0,3.0,613.0,5188.0,2515.0,657.0,614.0,93.5,12.0,17.0,0.0,17.0,28.0,2.0,0.0,0.0,0.0,198.0,47.0,31.0,60.3
Neil Taylor,wal WAL,DF,Aston Villa,30,1989,14.0,11.0,1091.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.03,0.02,0.04,0.03,0.04,12.1,3.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.11,-0.3,-0.3,410.0,513.0,79.9,6841.0,2873.0,7.0,21.0,33.3,349.0,392.0,89.0,54.0,100.0,54.0,-0.2,5.0,22.0,4.0,1.0,52.0,414.0,99.0,6.0,0.0,94.0,4.0,9.0,0.0,0.0,0.0,0.0,286.0,128.0,99.0,276.0,123.0,16.0,93.0,0.0,2.0,9.0,5.0,14.0,10.0,0.82,10.0,0.0,0.0,0.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,14.0,5.0,0.0,9.0,21.0,42.9,12.0,121.0,33.0,27.3,61.0,53.0,7.0,38.0,5.0,0.0,33.0,20.0,32.0,0.0,631.0,64.0,230.0,296.0,124.0,5.0,532.0,2.0,3.0,66.7,2.0,0.0,303.0,1126.0,574.0,363.0,322.0,88.7,4.0,2.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,94.0,10.0,16.0,38.5
Nathan Tella,eng ENG,FW,Southampton,20,1999,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.62,0.0,1.62,1.62,1.62,0.0,1.0,1.0,0.0,100.0,30.0,30.0,0.0,0.0,0.05,-0.1,-0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,2.0,66.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0
Alexander Tettey,no NOR,"MF,DF",Norwich City,33,1986,30.0,28.0,2338.0,1.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.08,0.04,0.08,0.8,0.8,0.8,0.03,0.03,0.06,0.03,0.06,26.0,23.0,3.0,0.0,13.0,0.89,0.12,0.04,0.33,0.04,0.2,0.2,1100.0,1242.0,88.6,19202.0,4074.0,13.0,32.0,40.6,895.0,975.0,91.8,192.0,235.0,81.7,0.2,5.0,54.0,4.0,0.0,45.0,1229.0,13.0,11.0,1.0,280.0,19.0,4.0,1.0,0.0,0.0,0.0,968.0,143.0,131.0,163.0,963.0,79.0,1.0,9.0,0.0,12.0,11.0,13.0,18.0,0.69,16.0,0.0,0.0,2.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,31.0,20.0,11.0,18.0,2.0,12.0,43.0,27.9,31.0,383.0,98.0,25.6,182.0,179.0,22.0,40.0,15.0,0.0,25.0,43.0,85.0,0.0,1494.0,127.0,564.0,839.0,177.0,12.0,1482.0,16.0,24.0,66.7,19.0,0.0,951.0,4914.0,2235.0,983.0,948.0,96.4,22.0,12.0,0.0,21.0,7.0,0.0,0.0,0.0,0.0,327.0,37.0,23.0,61.7
Jordan Thomas,eng ENG,FW,Norwich City,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Luke Thomas,eng ENG,DF,Leicester City,0,0,3.0,3.0,267.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,0.0,0.0,0.9,0.0,0.29,0.29,0.0,0.29,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,190.0,82.1,2691.0,824.0,2.0,8.0,25.0,126.0,143.0,88.1,28.0,39.0,71.8,0.1,9.0,8.0,9.0,8.0,26.0,162.0,28.0,2.0,0.0,13.0,3.0,16.0,0.0,0.0,0.0,0.0,119.0,40.0,31.0,138.0,17.0,9.0,26.0,0.0,0.0,4.0,1.0,5.0,15.0,5.06,15.0,0.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,0.0,1.0,4.0,25.0,3.0,36.0,8.0,22.2,13.0,17.0,6.0,3.0,0.0,0.0,3.0,4.0,10.0,0.0,220.0,5.0,42.0,98.0,92.0,5.0,195.0,2.0,3.0,66.7,2.0,0.0,142.0,601.0,321.0,153.0,144.0,94.1,4.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,27.0,3.0,10.0,23.1
Max Thompson,eng ENG,FW,Burnley,17,2002,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Youri Tielemans,be BEL,MF,Leicester City,22,1997,37.0,32.0,2828.0,3.0,6.0,0.0,0.0,2.0,0.0,0.1,0.19,0.29,0.1,0.29,3.2,3.2,5.6,0.1,0.18,0.28,0.1,0.28,31.4,54.0,13.0,0.0,24.1,1.72,0.41,0.06,0.23,0.06,-0.2,-0.2,1455.0,1804.0,80.7,27246.0,6904.0,34.0,62.0,54.8,1115.0,1274.0,87.5,306.0,468.0,65.4,0.4,52.0,157.0,37.0,7.0,190.0,1703.0,101.0,46.0,9.0,363.0,65.0,82.0,41.0,7.0,20.0,5.0,1246.0,256.0,302.0,318.0,1393.0,45.0,12.0,14.0,10.0,21.0,21.0,38.0,93.0,2.96,80.0,5.0,1.0,2.0,5.0,9.0,0.29,9.0,0.0,0.0,0.0,0.0,0.0,57.0,40.0,18.0,28.0,11.0,15.0,71.0,21.1,56.0,608.0,168.0,27.6,155.0,327.0,126.0,51.0,6.0,0.0,45.0,29.0,24.0,0.0,2141.0,31.0,327.0,1166.0,762.0,59.0,2049.0,30.0,45.0,66.7,31.0,2.0,1461.0,6179.0,3375.0,1773.0,1586.0,89.5,33.0,51.0,0.0,33.0,49.0,1.0,0.0,0.0,0.0,287.0,29.0,28.0,50.9
Kieran Tierney,sco SCO,DF,Arsenal,22,1997,15.0,12.0,989.0,1.0,1.0,0.0,0.0,2.0,0.0,0.09,0.09,0.18,0.09,0.18,0.2,0.2,1.1,0.02,0.1,0.12,0.02,0.12,11.0,6.0,2.0,0.0,33.3,0.55,0.18,0.17,0.5,0.04,0.8,0.8,414.0,544.0,76.1,8028.0,2568.0,5.0,23.0,21.7,311.0,359.0,86.6,98.0,162.0,60.5,-0.1,6.0,22.0,8.0,5.0,50.0,457.0,87.0,7.0,1.0,75.0,12.0,44.0,0.0,0.0,0.0,0.0,304.0,111.0,129.0,379.0,50.0,30.0,80.0,0.0,3.0,16.0,4.0,21.0,11.0,1.0,8.0,1.0,2.0,0.0,0.0,3.0,0.27,2.0,1.0,0.0,0.0,0.0,0.0,21.0,11.0,12.0,5.0,4.0,10.0,15.0,66.7,5.0,126.0,39.0,31.0,62.0,51.0,13.0,22.0,4.0,0.0,18.0,9.0,44.0,0.0,664.0,41.0,218.0,280.0,197.0,17.0,579.0,12.0,16.0,75.0,12.0,1.0,381.0,2162.0,1125.0,422.0,385.0,91.2,12.0,6.0,0.0,8.0,12.0,0.0,0.0,1.0,0.0,98.0,10.0,10.0,50.0
James Tomkins,eng ENG,DF,Crystal Palace,30,1989,18.0,18.0,1582.0,1.0,1.0,0.0,0.0,5.0,0.0,0.06,0.06,0.11,0.06,0.11,1.3,1.3,0.1,0.07,0.01,0.08,0.07,0.08,17.6,9.0,2.0,0.0,22.2,0.51,0.11,0.11,0.5,0.14,-0.3,-0.3,505.0,626.0,80.7,11923.0,3447.0,6.0,14.0,42.9,311.0,347.0,89.6,188.0,265.0,70.9,0.9,2.0,21.0,1.0,0.0,21.0,597.0,29.0,26.0,0.0,106.0,24.0,1.0,0.0,0.0,0.0,0.0,377.0,96.0,153.0,81.0,474.0,34.0,3.0,0.0,2.0,14.0,6.0,5.0,5.0,0.28,4.0,0.0,0.0,0.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,30.0,14.0,23.0,7.0,0.0,12.0,18.0,66.7,6.0,138.0,45.0,32.6,98.0,35.0,5.0,33.0,15.0,0.0,18.0,23.0,138.0,0.0,857.0,156.0,563.0,294.0,34.0,21.0,829.0,1.0,1.0,100.0,1.0,0.0,399.0,1793.0,891.0,456.0,442.0,96.9,1.0,3.0,0.0,13.0,11.0,1.0,0.0,0.0,0.0,165.0,75.0,22.0,77.3
Fikayo Tomori,eng ENG,DF,Chelsea,21,1997,15.0,15.0,1291.0,1.0,0.0,0.0,0.0,3.0,0.0,0.07,0.0,0.07,0.07,0.07,0.6,0.6,0.2,0.04,0.01,0.06,0.04,0.06,14.3,7.0,3.0,0.0,42.9,0.49,0.21,0.14,0.33,0.09,0.4,0.4,981.0,1098.0,89.3,21074.0,5865.0,4.0,15.0,26.7,660.0,701.0,94.2,317.0,382.0,83.0,-0.2,4.0,57.0,4.0,0.0,40.0,1078.0,20.0,10.0,1.0,130.0,15.0,4.0,0.0,0.0,0.0,0.0,884.0,73.0,141.0,274.0,765.0,35.0,10.0,0.0,0.0,17.0,6.0,14.0,14.0,0.98,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,19.0,10.0,1.0,7.0,13.0,53.8,6.0,149.0,48.0,32.2,82.0,64.0,3.0,29.0,9.0,0.0,20.0,20.0,93.0,2.0,1277.0,148.0,699.0,605.0,50.0,8.0,1261.0,7.0,11.0,63.6,9.0,0.0,936.0,4464.0,2162.0,959.0,944.0,98.4,4.0,5.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,145.0,40.0,22.0,64.5
Lucas Torreira,uy URU,MF,Arsenal,23,1996,29.0,17.0,1512.0,1.0,1.0,0.0,0.0,7.0,0.0,0.06,0.06,0.12,0.06,0.12,1.6,1.6,1.1,0.09,0.07,0.16,0.09,0.16,16.8,21.0,6.0,0.0,28.6,1.25,0.36,0.05,0.17,0.08,-0.6,-0.6,793.0,906.0,87.5,15694.0,3307.0,9.0,26.0,34.6,572.0,630.0,90.8,212.0,250.0,84.8,-0.1,14.0,45.0,5.0,0.0,64.0,867.0,39.0,25.0,1.0,182.0,10.0,12.0,12.0,3.0,3.0,3.0,616.0,147.0,143.0,87.0,749.0,59.0,2.0,2.0,2.0,7.0,10.0,17.0,28.0,1.67,19.0,3.0,2.0,2.0,2.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0,17.0,16.0,4.0,12.0,34.0,35.3,22.0,403.0,102.0,25.3,156.0,200.0,47.0,29.0,9.0,0.0,20.0,31.0,30.0,1.0,1091.0,58.0,306.0,663.0,187.0,31.0,1061.0,13.0,16.0,81.3,13.0,1.0,727.0,3409.0,1553.0,767.0,709.0,92.4,11.0,16.0,0.0,24.0,43.0,1.0,0.0,0.0,0.0,215.0,9.0,18.0,33.3
Cenk Tosun,tr TUR,FW,Crystal Palace,28,1991,5.0,2.0,177.0,1.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.51,0.51,0.6,0.6,0.0,0.32,0.0,0.32,0.32,0.32,2.0,4.0,2.0,0.0,50.0,2.03,1.02,0.25,0.5,0.16,0.4,0.4,29.0,47.0,61.7,462.0,137.0,0.0,2.0,0.0,24.0,37.0,64.9,5.0,8.0,62.5,0.0,0.0,3.0,2.0,0.0,3.0,47.0,0.0,0.0,1.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,11.0,13.0,13.0,27.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,1.02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,11.0,15.7,16.0,41.0,13.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,69.0,1.0,10.0,34.0,28.0,10.0,69.0,7.0,8.0,87.5,7.0,0.0,56.0,343.0,178.0,124.0,54.0,43.5,5.0,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,9.0,5.0,16.0,23.8
